id,severity,confidence,area,file,line,title,why_it_matters,suggested_fix,source
SM-AUD-0153,P3,confirmed,permissions,semantic-memory/src/projection_storage.rs,,Non-script file is executable: semantic-memory/src/projection_storage.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0154,P3,confirmed,permissions,semantic-memory/src/quantize.rs,,Non-script file is executable: semantic-memory/src/quantize.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0155,P3,confirmed,permissions,semantic-memory/src/search.rs,,Non-script file is executable: semantic-memory/src/search.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0156,P3,confirmed,permissions,semantic-memory/src/storage.rs,,Non-script file is executable: semantic-memory/src/storage.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0157,P3,confirmed,permissions,semantic-memory/src/store_support.rs,,Non-script file is executable: semantic-memory/src/store_support.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0158,P3,confirmed,permissions,semantic-memory/src/tokenizer.rs,,Non-script file is executable: semantic-memory/src/tokenizer.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0159,P3,confirmed,permissions,semantic-memory/src/types.rs,,Non-script file is executable: semantic-memory/src/types.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0160,P3,confirmed,permissions,semantic-memory/tests/brute_force_parity.rs,,Non-script file is executable: semantic-memory/tests/brute_force_parity.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0161,P3,confirmed,permissions,semantic-memory/tests/chunker_tests.rs,,Non-script file is executable: semantic-memory/tests/chunker_tests.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0162,P3,confirmed,permissions,semantic-memory/tests/compaction.rs,,Non-script file is executable: semantic-memory/tests/compaction.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0163,P3,confirmed,permissions,semantic-memory/tests/concurrent_access.rs,,Non-script file is executable: semantic-memory/tests/concurrent_access.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0164,P3,confirmed,permissions,semantic-memory/tests/conversation_search_tests.rs,,Non-script file is executable: semantic-memory/tests/conversation_search_tests.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0165,P3,confirmed,permissions,semantic-memory/tests/conversation_tests.rs,,Non-script file is executable: semantic-memory/tests/conversation_tests.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0166,P3,confirmed,permissions,semantic-memory/tests/db_tests.rs,,Non-script file is executable: semantic-memory/tests/db_tests.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0167,P3,confirmed,permissions,semantic-memory/tests/episode_identity.rs,,Non-script file is executable: semantic-memory/tests/episode_identity.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0168,P3,confirmed,permissions,semantic-memory/tests/hardening_semantics.rs,,Non-script file is executable: semantic-memory/tests/hardening_semantics.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0169,P3,confirmed,permissions,semantic-memory/tests/hardening_v5.rs,,Non-script file is executable: semantic-memory/tests/hardening_v5.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0170,P3,confirmed,permissions,semantic-memory/tests/hnsw_hotswap.rs,,Non-script file is executable: semantic-memory/tests/hnsw_hotswap.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0171,P3,confirmed,permissions,semantic-memory/tests/hnsw_integration.rs,,Non-script file is executable: semantic-memory/tests/hnsw_integration.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0172,P3,confirmed,permissions,semantic-memory/tests/hnsw_persistence.rs,,Non-script file is executable: semantic-memory/tests/hnsw_persistence.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0173,P3,confirmed,permissions,semantic-memory/tests/import_boundary_tests.rs,,Non-script file is executable: semantic-memory/tests/import_boundary_tests.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0174,P3,confirmed,permissions,semantic-memory/tests/import_ugly_cases.rs,,Non-script file is executable: semantic-memory/tests/import_ugly_cases.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0175,P3,confirmed,permissions,semantic-memory/tests/integration_tests.rs,,Non-script file is executable: semantic-memory/tests/integration_tests.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0176,P3,confirmed,permissions,semantic-memory/tests/knowledge_tests.rs,,Non-script file is executable: semantic-memory/tests/knowledge_tests.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0177,P3,confirmed,permissions,semantic-memory/tests/migration_v5.rs,,Non-script file is executable: semantic-memory/tests/migration_v5.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0178,P3,confirmed,permissions,semantic-memory/tests/projection_v11_tests.rs,,Non-script file is executable: semantic-memory/tests/projection_v11_tests.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0179,P3,confirmed,permissions,semantic-memory/tests/quantization.rs,,Non-script file is executable: semantic-memory/tests/quantization.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0180,P3,confirmed,permissions,semantic-memory/tests/quantization_pipeline.rs,,Non-script file is executable: semantic-memory/tests/quantization_pipeline.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0181,P3,confirmed,permissions,semantic-memory/tests/search_tests.rs,,Non-script file is executable: semantic-memory/tests/search_tests.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0182,P3,confirmed,permissions,semantic-memory/tests/step3_verification.rs,,Non-script file is executable: semantic-memory/tests/step3_verification.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0183,P3,confirmed,permissions,semantic-memory/tests/step4_verification.rs,,Non-script file is executable: semantic-memory/tests/step4_verification.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0184,P3,confirmed,permissions,semantic-memory/tests/storage_lifecycle.rs,,Non-script file is executable: semantic-memory/tests/storage_lifecycle.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0185,P3,confirmed,permissions,semantic-memory/tests/tokenizer_tests.rs,,Non-script file is executable: semantic-memory/tests/tokenizer_tests.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0186,P3,confirmed,permissions,semantic-memory/tests/trace_id_write_seam.rs,,Non-script file is executable: semantic-memory/tests/trace_id_write_seam.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0187,P3,confirmed,permissions,semantic-memory/tests/vector_only_hnsw.rs,,Non-script file is executable: semantic-memory/tests/vector_only_hnsw.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0188,P3,confirmed,permissions,stack-ids/AGENTS.md,,Non-script file is executable: stack-ids/AGENTS.md,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0189,P3,confirmed,permissions,stack-ids/Cargo.lock,,Non-script file is executable: stack-ids/Cargo.lock,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0190,P3,confirmed,permissions,stack-ids/Cargo.toml,,Non-script file is executable: stack-ids/Cargo.toml,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0191,P3,confirmed,permissions,stack-ids/src/digest.rs,,Non-script file is executable: stack-ids/src/digest.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0192,P3,confirmed,permissions,stack-ids/src/lib.rs,,Non-script file is executable: stack-ids/src/lib.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0193,P3,confirmed,permissions,stack-ids/src/scope.rs,,Non-script file is executable: stack-ids/src/scope.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0194,P3,confirmed,permissions,stack-ids/src/trace.rs,,Non-script file is executable: stack-ids/src/trace.rs,Executable bit on ordinary source/documentation creates noisy diffs and can confuse archive consumers.,Normalize to 0644 unless this file is intentionally runnable.,manifest-permission
SM-AUD-0195,P2,confirmed,docs,semantic-memory/CLAUDE_CODE_PROMPT.md,,Root markdown prompt candidate should be archived: CLAUDE_CODE_PROMPT.md,The certifier classified this as a root markdown archive candidate but archive movement was disabled.,Move under docs/internal/codex or exclude from public handoff packages.,manifest-root-md
SM-AUD-0196,P2,confirmed,docs,semantic-memory/IMPLEMENTATION_PROMPT.md,,Root markdown prompt candidate should be archived: IMPLEMENTATION_PROMPT.md,The certifier classified this as a root markdown archive candidate but archive movement was disabled.,Move under docs/internal/codex or exclude from public handoff packages.,manifest-root-md
SM-AUD-0197,P2,confirmed,docs,semantic-memory/PATCH_PROMPT.md,,Root markdown prompt candidate should be archived: PATCH_PROMPT.md,The certifier classified this as a root markdown archive candidate but archive movement was disabled.,Move under docs/internal/codex or exclude from public handoff packages.,manifest-root-md
SM-AUD-0198,P2,confirmed,docs,semantic-memory/V2_PATCH_PROMPT.md,,Root markdown prompt candidate should be archived: V2_PATCH_PROMPT.md,The certifier classified this as a root markdown archive candidate but archive movement was disabled.,Move under docs/internal/codex or exclude from public handoff packages.,manifest-root-md
SM-AUD-0199,P3,confirmed,docs,semantic-memory/HNSWLIB_RS_REFERENCE.md,,Ambiguous root markdown file needs source-of-truth decision: HNSWLIB_RS_REFERENCE.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0200,P3,confirmed,docs,semantic-memory/SPEC.md,,Ambiguous root markdown file needs source-of-truth decision: SPEC.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0201,P3,confirmed,docs,semantic-memory/TESTING.md,,Ambiguous root markdown file needs source-of-truth decision: TESTING.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0202,P3,confirmed,docs,semantic-memory/UPGRADE_SPEC.md,,Ambiguous root markdown file needs source-of-truth decision: UPGRADE_SPEC.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0203,P3,confirmed,docs,semantic-memory/V1_1_AGENTS_ADDENDUM.md,,Ambiguous root markdown file needs source-of-truth decision: V1_1_AGENTS_ADDENDUM.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0204,P3,confirmed,docs,semantic-memory/V1_1_SPEC_ADDENDUM.md,,Ambiguous root markdown file needs source-of-truth decision: V1_1_SPEC_ADDENDUM.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0205,P3,confirmed,docs,semantic-memory/V1_1_TESTING_ADDENDUM.md,,Ambiguous root markdown file needs source-of-truth decision: V1_1_TESTING_ADDENDUM.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0206,P3,confirmed,docs,semantic-memory/V2_AGENTS_ADDENDUM.md,,Ambiguous root markdown file needs source-of-truth decision: V2_AGENTS_ADDENDUM.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0207,P3,confirmed,docs,semantic-memory/V2_SPEC_ADDENDUM.md,,Ambiguous root markdown file needs source-of-truth decision: V2_SPEC_ADDENDUM.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0208,P3,confirmed,docs,semantic-memory/V2_TESTING_ADDENDUM.md,,Ambiguous root markdown file needs source-of-truth decision: V2_TESTING_ADDENDUM.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0209,P3,confirmed,docs,semantic-memory/V3_AGENTS_ADDENDUM.md,,Ambiguous root markdown file needs source-of-truth decision: V3_AGENTS_ADDENDUM.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0210,P3,confirmed,docs,semantic-memory/V3_CHANGE_MAP.md,,Ambiguous root markdown file needs source-of-truth decision: V3_CHANGE_MAP.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0211,P3,confirmed,docs,semantic-memory/V3_SPEC.md,,Ambiguous root markdown file needs source-of-truth decision: V3_SPEC.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0212,P3,confirmed,docs,semantic-memory/V3_TESTING.md,,Ambiguous root markdown file needs source-of-truth decision: V3_TESTING.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0213,P3,confirmed,docs,semantic-memory/semantic-memory-generic-rust-next-codex-context-20260507.report.md,,Ambiguous root markdown file needs source-of-truth decision: semantic-memory-generic-rust-next-codex-context-20260507.report.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0214,P3,confirmed,docs,semantic-memory/semantic-memory-spec.md,,Ambiguous root markdown file needs source-of-truth decision: semantic-memory-spec.md,The certifier could not classify this root Markdown file; ambiguous docs create stale-spec risk.,"Mark as protected, archive it, or move to docs/design-history.",manifest-root-md
SM-AUD-0215,P2,static,runtime-clock,forge-memory-bridge/src/error.rs,95,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0216,P2,static,error-default,forge-memory-bridge/src/legacy.rs,121,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0217,P2,static,runtime-clock,forge-memory-bridge/src/legacy.rs,158,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0218,P3,static,unwrap-expect,forge-memory-bridge/src/legacy.rs,215,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0219,P3,static,unwrap-expect,forge-memory-bridge/src/legacy.rs,224,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0220,P3,static,unwrap-expect,forge-memory-bridge/src/legacy.rs,230,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0221,P3,static,unwrap-expect,forge-memory-bridge/src/legacy.rs,236,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0222,P3,static,unwrap-expect,forge-memory-bridge/src/legacy.rs,246,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0223,P3,static,unwrap-expect,forge-memory-bridge/src/legacy.rs,262,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0224,P3,static,unwrap-expect,forge-memory-bridge/src/legacy.rs,287,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0225,P2,static,runtime-clock,forge-memory-bridge/src/transform.rs,51,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0226,P2,static,runtime-clock,forge-memory-bridge/src/transform.rs,95,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0227,P2,static,runtime-clock,forge-memory-bridge/src/transform.rs,133,Runtime clock use affects replay/determinism,Wall-clock timestamps make tests/replay/ranking less deterministic.,Inject a clock or document that this path is intentionally real-time.,pattern:runtime-clock
SM-AUD-0228,P2,static,error-default,forge-memory-bridge/src/transform.rs,301,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0229,P2,static,error-default,forge-memory-bridge/src/transform.rs,336,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0230,P2,static,error-default,forge-memory-bridge/src/transform.rs,505,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0231,P2,static,error-default,forge-memory-bridge/src/transform.rs,658,Error/default swallowing should be audited,This line converts an error/missing value into a default; that may hide corruption or failed IO.,Preserve typed error or add explicit comment/test proving default is safe.,pattern:error-default
SM-AUD-0232,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,22,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0233,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,53,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0234,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,70,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0235,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,93,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0236,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,96,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0237,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,97,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0238,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,104,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0239,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,171,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0240,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,184,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0241,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,221,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0242,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,234,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0243,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,266,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0244,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,290,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0245,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,303,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0246,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,335,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0247,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,348,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0248,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,364,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0249,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,379,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0250,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,391,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0251,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,418,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0252,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,431,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0253,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,471,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0254,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,530,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0255,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,557,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0256,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,583,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0257,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,596,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
SM-AUD-0258,P3,static,unwrap-expect,forge-memory-bridge/src/transform_tests.rs,666,unwrap/expect occurrence should be reviewed,Panics are usually fine in tests but not in production or helper code used by examples.,Replace in production paths; leave in tests only when failure message is useful.,pattern:unwrap-expect
